1|24 21 20 19 3 3 3 19 18 15 12 9 8 8 10 14 15 17 9 8 4 5 22 18 15 15 17 8 9 4 5 22 19 15 16 15 16 2 3 15 15 6 3 15 15 9 3 5 7 8 16 20 16 5 12 4 
-1|
1|4 3 4 21 15 5 9 9 17 3 9 8 9 3 5 3 6 
-1|
1|
-1|
1|
-1|
1|15 15 15 9 15 21 5 9 12 15 15 8 8 15 27 9 19 8 22 21 17 16 18 16 29 24 4 20 8 19 9 21 19 28 27 19 9 18 9 21 8 24 27 34 19 8 28 16 5 22 19 
-1|
1|
-1|
1|12 8 7 9 4 20 8 8 9 6 4 8 8 3 15 16 15 15 9 7 3 3 16 4 3 
-1|
1|
-1|
1|
-1|
1|
-1|
1|15 10 15 4 3 3 3 4 4 16 15 15 15 16 16 4 3 3 3 4 4 15 15 15 15 16 16 7 12 4 16 9 9 8 8 9 9 8 8 4 8 8 8 9 8 8 
-1|
1|16 15 16 9 9 8 16 5 21 6 24 3 28 21 7 15 12 7 
-1|
1|22 6 16 3 5 
-1|
1|
-1|
1|
-1|
1|9 15 9 8 14 
-1|
1|19 9 14 4 4 9 
-1|
1|
-1|
1|
-1|
1|
-1|
1|
-1|
1|
-1|
1|
-1|
1|
-1|
1|
-1|
1|
-1|
1|
-1|
1|
-1|
1|16 
-1|
1|21 7 27 18 20 7 7 
-1|
1|20 
-1|
1|4 8 8 4 9 3 15 
-1|
1|
-1|
1|
-1|
1|15 
-1|
1|
-1|
1|
-1|
1|12 
-1|
1|
-1|
1|24 7 8 9 9 9 9 7 6 16 
-1|
1|16 7 10 6 8 27 3 19 6 12 15 5 17 4 17 4 8 24 19 5 3 4 5 3 6 13 20 17 4 5 18 19 10 12 3 16 15 9 19 4 3 17 16 8 19 4 3 17 15 9 18 4 3 17 15 21 7 
-1|
1|15 9 12 7 15 28 5 28 20 7 16 27 5 28 20 7 15 27 6 28 20 7 15 
-1|
1|16 2 15 19 8 29 28 20 8 24 3 16 21 25 24 29 12 3 18 
-1|
1|4 4 3 3 4 4 3 5 28 27 21 7 15 28 5 28 20 7 16 27 5 28 20 7 15 27 6 28 20 7 15 9 7 5 
-1|
1|3 3 9 19 3 4 17 16 8 19 4 3 17 16 8 19 3 3 18 16 8 19 3 
-1|
1|9 4 5 9 8 4 8 9 5 9 8 3 
-1|
1|
-1|
1|
-1|
1|15 
-1|6 8 15 12 15 19 9 4 16 18 6 8 10 19 10 17 6 5 16 8 
1|
-1|12 4 12 4 12 6 3 12 3 12 8 7 17 7 17 12 8 19 8 19 12 7 17 13 7 19 12 15 28 12 15 30 28 27 21 19 12 12 12 12 30 27 21 21 12 5 12 14 20 12 20 12 7 15 7 15 7 3 16 8 16 8 7 15 10 15 10 17 12 6 12 4 
1|
-1|3 5 3 5 3 5 3 5 3 4 3 4 3 4 3 4 3 6 3 6 3 6 3 6 4 5 4 5 4 5 4 5 7 3 7 3 7 3 7 3 6 3 6 3 3 6 3 6 3 4 3 4 3 4 3 4 7 7 7 7 
1|15 
-1|17 2 3 5 6 7 5 
1|
-1|19 3 
1|4 14 7 9 16 15 9 12 15 21 16 5 20 16 2 16 5 8 8 15 9 15 9 9 7 8 6 10 16 5 4 4 12 3 6 9 10 15 3 7 9 7 8 16 5 12 15 21 15 5 15 16 2 18 20 2 29 30 18 3 16 17 9 20 7 9 8 8 17 21 20 15 
-1|7 3 14 2 12 4 8 6 8 15 12 15 19 9 4 16 18 6 8 10 19 10 17 5 16 
1|
-1|4 4 4 4 4 4 4 4 4 4 4 3 2 2 2 2 3 2 4 2 3 2 3 2 5 2 6 2 8 2 10 2 3 4 4 4 4 4 4 4 4 4 4 4 4 7 5 5 5 5 7 5 8 5 4 3 5 3 3 5 4 3 5 6 3 5 8 3 5 9 3 5 15 4 5 4 4 4 8 
1|
-1|4 7 4 5 2 4 3 12 12 2 4 3 2 4 3 2 4 3 2 4 3 2 4 3 3 5 4 15 12 3 5 4 3 5 4 3 5 4 3 5 4 3 5 4 3 2 4 18 12 3 2 4 3 2 4 3 2 4 2 4 2 4 5 4 3 12 12 5 4 3 5 4 3 12 7 3 2 4 12 12 12 4 3 5 3 3 3 3 3 3 3 3 3 3 3 12 4 3 3 3 3 3 3 3 3 3 3 3 3 3 2 2 2 2 3 2 4 2 3 2 3 2 5 2 6 2 8 2 10 2 4 3 3 3 3 3 3 3 3 3 3 3 3 6 3 21 6 3 18 6 3 15 6 3 12 6 3 9 6 3 6 6 3 6 3 6 3 6 3 6 3 6 3 6 3 21 6 3 18 6 3 15 6 3 12 6 3 9 6 3 6 6 3 6 3 6 3 6 3 6 3 6 3 7 2 9 7 2 5 7 2 3 7 2 7 2 7 2 6 3 10 6 3 12 3 3 2 4 3 3 2 4 3 2 4 3 12 4 12 6 8 15 12 15 19 9 4 16 18 6 8 10 19 16 17 6 5 16 8 
1|3 13 4 3 
-1|12 4 12 12 4 12 12 6 3 12 12 3 12 12 8 7 17 17 7 17 17 12 8 19 19 8 19 19 12 7 17 17 13 7 19 19 12 15 28 28 12 15 30 30 28 27 24 16 15 12 4 30 27 24 18 15 12 6 8 10 19 7 21 10 10 22 10 10 16 10 2 10 2 10 2 10 2 10 2 10 2 10 2 10 2 10 2 10 2 10 2 10 2 4 3 24 12 
1|
-1|10 2 26 12 10 2 10 2 10 2 10 2 24 12 10 2 22 12 10 2 21 12 10 2 19 12 10 2 17 12 10 2 16 12 10 2 22 12 10 2 16 12 4 3 17 12 
1|
-1|4 12 10 6 4 8 
1|12 
-1|10 9 4 8 
1|20 8 27 21 27 21 21 7 20 18 10 28 17 16 4 15 9 12 15 21 16 5 20 16 2 16 5 7 16 5 20 28 20 16 5 16 5 15 5 26 5 8 21 4 20 16 5 3 5 9 9 6 2 14 5 20 9 6 19 14 3 20 4 3 8 9 5 8 9 3 15 15 16 15 10 15 11 16 4 19 3 24 4 30 27 28 19 17 26 5 27 14 6 18 17 9 20 7 9 8 8 17 20 21 15 10 14 17 20 24 17 18 4 20 10 12 4 10 14 7 8 15 15 15 3 19 12 15 22 18 8 26 3 28 16 15 15 15 15 5 8 9 12 9 6 2 27 5 9 15 9 8 5 9 8 14 5 18 6 3 4 5 9 8 4 8 9 4 4 5 8 3 8 15 15 16 15 15 6 2 6 21 27 35 29 29 26 20 26 5 30 18 3 16 17 9 20 7 9 8 8 17 21 20 15 
-1|3 3 
1|
-1|3 
1|
-1|3 
1|27 
-1|
1|
-1|
1|2 
-1|7 
1|27 
-1|7 5 3 5 4 7 
1|
-1|9 9 4 5 7 5 4 5 
1|5 9 15 6 3 8 4 8 4 7 8 9 5 7 8 9 8 8 4 
-1|
1|
-1|
1|
-1|9 9 9 8 
1|
-1|5 5 3 3 
1|
-1|
1|17 
-1|3 3 
1|
-1|3 
1|
-1|3 9 
1|3 15 16 15 12 15 12 16 27 16 28 14 27 21 27 15 9 21 27 16 8 20 28 21 24 27 28 20 24 28 29 21 24 27 30 21 27 21 20 21 27 21 20 20 28 28 24 20 21 27 24 21 19 27 24 21 18 28 12 9 8 12 16 15 9 12 15 17 9 12 15 18 8 28 9 16 27 9 16 16 27 15 28 15 27 15 27 12 27 15 15 12 9 15 27 21 16 19 15 18 16 15 15 19 28 31 32 
-1|
1|
-1|
1|
-1|7 9 
1|
-1|7 5 3 5 4 7 
1|
-1|9 9 4 5 7 5 4 5 
1|15 16 15 15 9 12 15 16 8 12 16 17 9 12 15 18 21 12 18 2 7 15 4 8 12 3 6 5 7 5 2 4 5 3 9 3 12 4 12 8 11 4 20 15 12 9 10 4 20 15 26 22 19 15 20 18 19 16 15 15 15 15 15 16 20 4 7 
-1|
1|
-1|
