1|4 -9 2 -2 -1 3 21 -26 22 -13 17 -24 27 -26 
-1|-1 1 -13 1 
1|1 -1 
-1|0 0 0 4 -2 3 -1 -2 -2 
1|1 -1 
-1|1 0 0 -1 1 0 0 -1 
1|-2 2 1 -1 17 -22 22 -19 19 -16 -1 1 2 -2 16 -20 12 1 -1 -4 4 1 -1 -7 7 1 -1 -10 10 1 -1 -9 12 -8 8 -5 
-1|0 2 2 -3 -1 
1|-2 2 1 -1 5 -10 12 -9 9 -6 -1 1 2 -2 6 -10 -4 1 -1 -1 1 1 -1 5 -5 1 -1 -1 1 1 -1 7 -7 -2 -2 -1 7 1 -1 -9 2 1 2 2 2 2 1 -1 3 1 -1 -7 4 1 -1 -9 2 2 1 2 2 1 2 -2 4 1 -1 -7 3 2 -2 -8 2 1 2 2 1 2 1 -1 12 -16 16 -17 17 -19 19 -20 20 -23 20 -21 24 -26 26 -19 -4 -1 -3 10 -9 2 1 8 -4 -4 -1 10 -6 1 2 2 1 2 1 -1 -3 8 -3 1 -6 3 3 4 2 1 2 -14 2 2 1 -1 -4 8 -3 2 -7 4 3 4 1 2 2 -14 2 1 2 -2 -3 -3 8 1 -6 3 3 4 -4 -1 -2 -1 13 -17 19 -24 2 2 1 2 -2 -1 3 3 -10 2 2 1 -1 -2 3 7 -13 1 2 2 -2 -2 4 6 -13 1 2 1 4 -5 -2 -1 8 -7 9 -7 24 -3 -4 -5 0 -63 1 -1 5 3 4 -16 -8 0 17 1 -17 21 3 4 -19 -2 -1 8 -3 1 -3 -5 12 -7 -3 0 17 1 -17 21 3 4 -12 1 -1 -4 2 -2 -3 2 -2 -3 6 -1 -4 2 -2 -3 2 -2 -5 8 -2 -3 2 -2 -3 1 -1 -9 9 1 -3 2 -2 -5 1 -1 -4 2 -2 4 1 -1 3 2 -2 
-1|-1 
1|18 2 -2 -21 1 -1 3 3 3 9 -15 17 -15 1 -1 -4 -5 -3 32 -3 1 -30 1 -1 3 3 4 8 -18 17 -16 2 -2 4 5 3 -3 -3 17 -16 2 2 1 2 22 -20 -3 21 -20 
-1|1 0 
1|1 
-1|0 1 
1|-3 7 -7 2 -3 8 -8 6 -3 5 -5 1 -3 7 -7 0 -3 10 -10 5 -3 8 -8 6 -3 5 -5 1 -3 7 -7 14 
-1|-9 0 0 4 -7 0 0 3 4 0 0 5 
1|-3 7 -7 2 -3 8 -8 6 -3 5 -5 1 -3 7 -7 0 -3 10 -10 5 -3 8 -8 6 -3 5 -5 1 -3 7 -7 14 
-1|-3 -1 
1|9 6 -6 -8 7 9 -9 -5 9 9 -9 -7 8 -5 5 -9 6 10 -10 -7 9 6 -6 -11 12 3 -3 -1 3 -12 12 3 -18 1 -1 8 9 -8 8 6 -20 2 -2 9 8 -7 7 9 -24 1 -1 10 -9 2 -2 11 -9 10 -9 0 
-1|-1 
1|-2 2 13 -12 6 -9 15 -24 19 -10 -2 2 14 -12 4 -8 -4 -1 -3 7 -7 8 -8 10 -10 1 2 0 1 2 2 -8 3 4 1 2 2 -2 -3 -5 3 3 2 1 2 -2 -3 -5 4 3 2 2 1 -1 -4 -5 3 3 2 2 1 -1 -10 2 15 -2 -1 -6 7 2 2 -14 15 -1 -2 -6 8 1 2 1 -15 7 -7 11 -11 7 -5 9 -9 6 -6 9 -9 1 
-1|1 0 
1|9 6 -6 -8 7 9 -9 -5 9 9 -9 -7 8 -5 5 -9 6 10 -10 -7 9 6 -6 -11 12 3 -3 -1 3 -12 12 3 -18 1 -1 8 9 -8 8 6 -20 2 -2 9 8 -7 7 9 -24 1 -1 10 -9 2 -2 11 -9 10 -9 0 
-1|0 1 
1|-2 2 13 -12 6 -9 15 -24 19 -10 -2 2 14 -12 4 -8 -4 -1 -3 7 -7 8 -8 10 -10 1 2 0 1 2 2 -8 3 4 1 2 2 -2 -3 -5 3 3 2 1 2 -2 -3 -5 4 3 2 2 1 -1 -4 -5 3 3 2 2 1 -1 -10 2 15 -2 -1 -6 7 2 2 -14 15 -1 -2 -6 8 1 2 1 -15 7 -7 11 -11 7 -5 9 -9 6 -6 9 -9 1 
-1|-9 0 0 4 -7 0 0 3 4 0 0 5 
1|5 4 -4 -3 -3 -4 4 3 
-1|1 0 0 -3 2 1 -1 
1|-23 
-1|1 0 0 
1|5 2 -2 5 -1 4 -1 
-1|2 -2 2 -1 -3 -1 
1|1 
-1|0 0 3 
1|-2 -2 -1 3 -2 -1 3 -2 -1 3 -2 
-1|0 0 0 0 
1|-2 -2 -1 3 -2 -1 3 -2 -1 3 -2 
-1|-1 -2 -1 3 -7 
1|-3 -3 -3 
-1|2 
1|3 
-1|-1 1 -1 -2 2 0 1 
1|-3 -5 5 5 -4 -5 5 6 -4 -5 5 5 -4 -3 -5 7 
-1|2 
1|1 2 -2 
-1|-3 
1|7 -3 -5 5 5 -4 -5 5 6 -4 -5 5 5 -4 -3 -5 7 
-1|-9 0 0 4 -7 0 0 3 4 0 0 5 -7 0 0 -2 
1|-3 -3 
-1|0 
1|0 2 
-1|-2 4 -2 4 -2 3 -1 3 2 1 -1 -2 2 -2 -2 -1 1 -1 3 0 0 0 0 2 
1|9 1 3 -1 
-1|0 0 0 5 0 0 0 0 0 
1|2 -2 4 -4 5 -5 7 -7 8 -8 7 -7 5 -5 4 -4 12 -12 10 -10 8 -8 7 -7 8 -8 7 -7 5 -5 4 -4 5 -5 7 -7 9 -9 11 -11 9 -9 7 -5 9 -9 3 -3 5 -5 7 -7 9 -9 10 -10 9 -9 7 -5 8 -8 3 -3 5 -5 7 -7 8 -8 10 -10 8 -8 7 -6 9 -9 3 -3 6 -6 7 -7 9 -9 11 -11 9 -9 7 -5 9 -9 10 -12 12 -12 11 -9 9 -9 4 -3 3 -3 4 -5 9 -9 10 -12 12 -12 11 -9 9 -9 10 -10 1 -1 3 -3 1 2 -2 4 2 -2 5 -3 2 1 -1 -9 1 -1 -3 3 1 2 -2 4 2 -2 -7 9 2 1 -1 
-1|1 
1|-5 2 -2 3 -1 3 -2 4 -9 2 -2 4 -2 3 -1 3 -8 1 -1 3 -2 4 -2 3 -8 2 -2 3 -1 3 -2 4 2 1 2 -2 2 2 1 -1 -4 4 1 2 -3 3 2 1 -1 -2 -2 -1 -4 2 2 1 
-1|-1 
1|-1 -2 2 1 2 2 1 2 -2 4 -4 -3 -3 -4 4 3 
-1|1 -1 1 -1 1 -1 1 -1 
1|-5 -3 3 5 
-1|-2 0 0 3 
1|-7 2 1 -1 -1 
-1|-9 0 0 2 
1|2 -2 2 -2 2 -2 2 -2 2 -2 2 -2 2 -2 2 -2 2 -2 2 -2 2 -2 2 -2 2 -2 2 -2 2 -2 2 -2 2 -2 2 -2 2 -2 2 -2 2 -2 2 -2 2 -2 2 -2 2 -2 2 -2 2 -2 2 -2 2 -2 2 -2 2 -2 2 -2 2 0 
-1|2 
1|2 1 -1 
-1|-5 
